premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
delicious,curry,sweet,curry,1.0
sweet,curry,delicious,curry,1.0
popular,spot,awesome,food,0.5152
popular,spot,lot of,people,0.5429
lot of,people,popular,spot,0.5429
well,food,favorite,meal,0.5278
favorite,meal,well,food,0.5278
tender,beef,delicious,beef,0.5294
nice,addition,nice,touch,0.5159
nice,touch,nice,addition,0.5159
good,french toast,great,brunch place,0.5025
great,brunch place,good,french toast,0.5025
well,food,safe,choice,0.514
safe,choice,well,food,0.514
knowledgeable,service,knowledgeable,server,1.0
knowledgeable,server,knowledgeable,service,1.0
generous,amount of,generous,amount,1.0
generous,amount,generous,amount of,1.0
nice,addition,pricey,quality,0.5056
pricey,quality,nice,addition,0.5056
good,latte,great,latte,1.0
great,latte,good,latte,1.0
small,dessert,high end,restaurant,0.5238
high end,restaurant,small,dessert,0.5238
tasty,broth,amazing,broth,0.5789
good,price point,good,alternative,0.5357
good,alternative,good,price point,0.5357
good,home fry,great,home fry,1.0
great,home fry,good,home fry,1.0
quick,sushi,favourite,sushi place,1.0
thick,cut,big,piece,0.5143
favourite,sushi place,tasty,roll,1.0
accommodate,server,good,server,1.0
good,server,accommodate,server,1.0
great,balance,balance,flavour,0.5278
balance,flavour,great,balance,0.5278
great,balance,huge,fan,0.5278
enjoy,raman,love,raman,1.0
love,raman,enjoy,raman,1.0
great,raman,enjoy,raman,0.5238
like,seafood,great,seafood,1.0
great,seafood,delicious,seafood,1.0
delicious,seafood,great,seafood,1.0
amazing,coffee,tasty,coffee,1.0
tasty,coffee,amazing,coffee,1.0
delicious,lunch,perfect,lunch,1.0
perfect,lunch,delicious,lunch,1.0
best,burger,favourite,burger,1.0
favourite,burger,best,burger,1.0
long,line up,long,line,0.5263
long,line,long,line up,0.5263
nice,meat,good,meat,1.0
good,meat,nice,meat,1.0
love,steak,delicious,steak,1.0
delicious,steak,love,steak,1.0
love,steak,cook,steak,0.5269
cook,steak,love,steak,0.5269
love,oyster,amazing,oyster,1.0
amazing,oyster,love,oyster,1.0
welcome,atmosphere,relax,atmosphere,1.0
relax,atmosphere,welcome,atmosphere,1.0
nice,meat,excellent,meat,1.0
excellent,meat,nice,meat,1.0
below average,food,mediocre,food,1.0
mediocre,food,below average,food,1.0
tasty,tacos,like,tacos,1.0
like,tacos,tasty,tacos,1.0
tasty,tacos,great,tacos,1.0
great,tacos,tasty,tacos,1.0
amazing,coffee,delicious,coffee,1.0
delicious,coffee,amazing,coffee,1.0
good,main,excellent,dinner,0.5294
better,coffee,love,coffee,1.0
good,jerk chicken,delicious,roti,0.5333
medium rare,meat,medium rare,cook,1.0
amazing,pasta,good,pasta,1.0
good,pasta,amazing,pasta,1.0
not cheap,price,overpriced,quality,0.5135
overpriced,quality,not cheap,price,0.5135
delicious,pasta,amazing,pasta,0.5135
good,bowl,light,broth,0.5122
amazing,pasta,perfect,pasta,1.0
perfect,pasta,amazing,pasta,1.0
good,menu,recommend,service,0.5037
love,coffee,good,coffee,0.5588
good,coffee,love,coffee,0.5588
30 min,wait,bad,wait,1.0
busy,spot,packed,place,1.0
packed,place,busy,spot,1.0
enjoy,meat,perfection,meat,0.5278
perfection,meat,enjoy,meat,0.5278
tasty,dessert,great,dessert,1.0
great,dessert,tasty,dessert,1.0
wide,selection of,large,selection of,1.0
large,selection of,wide,selection of,1.0
tasty,dessert,good,dessert,1.0
good,dessert,tasty,dessert,1.0
like,beer,love,beer,0.5106
love,beer,like,beer,0.5106
welcome,service,well,menu,0.5135
well,menu,welcome,service,0.5135
like,chicken,flavourful,chicken,0.5082
flavourful,chicken,like,chicken,0.5082
amazing,chicken,like,chicken,0.5135
good,Eggs Benedict,big,breakfast,1.0
romantic,date,wonderful,evening,1.0
extra,meat,chewy,noodle,0.5032
chewy,noodle,extra,meat,0.5032
love,breakfast,big,breakfast,0.5143
good,scallop,intimate,restaurant,0.5161
fresh,scallop,good,scallop,0.5429
awesome,music,good,music,1.0
good,music,awesome,music,1.0
not salty,broth,love,broth,1.0
fair,portion,great,portion size,0.5312
great,portion size,fair,portion,0.5312
large,price,delicious,place,0.5172
recommend,burger,fantastic,burger,0.5333
fantastic,burger,recommend,burger,0.5333
recommend,burger,tasty,burger,0.5714
tasty,burger,recommend,burger,0.5714
cook,burger,recommend,burger,0.5313
awesome,burger,flavourful,burger,1.0
flavourful,burger,awesome,burger,1.0
open,patio,great,patio,0.5484
awesome,burger,perfect,burger,1.0
perfect,burger,awesome,burger,1.0
great,item,excellent,choice,0.5383
excellent,choice,great,item,0.5383
great,seating,enjoy,visit,1.0
great,reservation,fast,reservation,1.0
fast,reservation,great,reservation,1.0
open,patio,beautiful,patio,0.5278
nice,chicken,flavourful,chicken,0.5135
flavourful,chicken,nice,chicken,0.5135
cheap,menu,cheap,price,1.0
cheap,price,cheap,menu,1.0
love,come,quiet,place,0.5455
quiet,place,love,come,0.5455
nice,chicken,good,chicken,1.0
good,chicken,nice,chicken,1.0
delicious,egg,overcook,egg,0.5429
well,price,amazing,price,0.5143
amazing,price,well,price,0.5143
cheap,menu,awesome,price,1.0
awesome,price,cheap,menu,1.0
atrocious,service,terrible,service,1.0
terrible,service,atrocious,service,1.0
Fun,atmosphere,fun,place,0.5016
fun,place,Fun,atmosphere,0.5016
great,broth,flavourful,broth,0.5161
flavourful,broth,great,broth,0.5161
amazing,soup,love,soup,1.0
love,soup,amazing,soup,1.0
wonderful,flavour,favorite,menu,0.5152
Fun,atmosphere,fun,atmosphere,1.0
fun,atmosphere,Fun,atmosphere,1.0
wonderful,flavour,incredible,flavour,1.0
incredible,flavour,wonderful,flavour,1.0
great,toppings,delicious,toppings,0.5117
delicious,toppings,great,toppings,0.5117
light,flavour,light,taste,1.0
light,taste,light,flavour,1.0
fantastic,drink,interesting,cocktail,0.5313
interesting,cocktail,fantastic,drink,0.5313
delicious,dumpling,tasty,dumpling,1.0
tasty,dumpling,delicious,dumpling,1.0
cool,atmosphere,nice,music,0.5294
hour,wait,15 minute,wait,0.5588
favourite,lunch,delicious,item,0.5143
long,wait time,forget,food,0.5294
balance,flavour,interesting,flavour,1.0
interesting,flavour,balance,flavour,1.0
good,pancake,large,windows,0.5429
flavourful,everything,taste great,everything,0.5294
taste great,everything,flavourful,everything,0.5294
expensive,restaurant,fancy,restaurant,1.0
fancy,restaurant,expensive,restaurant,1.0
flavourful,everything,fresh and,everything,0.5278
fresh and,everything,flavourful,everything,0.5278
freshly squeeze,orange juice,classic,breakfast,1.0
very,table,uncomfortable,table,0.5172
uncomfortable,table,very,table,0.5172
fill,portion,enough,portion,0.5278
enough,portion,fill,portion,0.5278
inexpensive,food,low,price,0.5135
low,price,inexpensive,food,0.5135
45 minute,wait,long,wait,1.0
long,wait,45 minute,wait,1.0
fill,portion,look good,menu,0.5278
look good,menu,fill,portion,0.5278
modern,interior,pretty,place,1.0
strong,flavor,intense,flavour,0.5333
intense,flavour,strong,flavor,0.5333
great,ingredient,love,ingredient,1.0
love,ingredient,great,ingredient,1.0
modern,restaurant,modern,decor,1.0
modern,decor,modern,restaurant,1.0
modern,restaurant,pretty,presentation,0.5082
great,treat,nice,treat,1.0
nice,treat,great,treat,1.0
great and,service,happy,experience,0.5161
happy,experience,great and,service,0.5161
courteous,server,attentive,server,0.5263
attentive,server,courteous,server,0.5263
helpful,recommendation,prompt,server,0.5278
nothing special,service,adequate,service,0.5143
adequate,service,nothing special,service,0.5143
strong,coffee,delicious,coffee,0.5294
delicious,coffee,strong,coffee,0.5294
strong,coffee,nice,coffee,0.5429
nice,coffee,strong,coffee,0.5429
perfectly,steak,cook,steak,0.5161
cook,steak,perfectly,steak,0.5161
great,overall,excellent,everything,1.0
excellent,everything,great,overall,1.0
good enough,food,hour,food,0.5402
hour,food,good enough,food,0.5402
delicious,waffle,amazing,waffle,1.0
amazing,waffle,delicious,waffle,1.0
light,waffle,delicious,waffle,1.0
prompt,server,attentive and friendly,server,0.5429
attentive and friendly,server,prompt,server,0.5429
warm,weather,enjoy,weather,1.0
love,pasta,delicious,pasta,1.0
delicious,pasta,love,pasta,1.0
homemade,pasta,love,pasta,0.5077
high end,restaurant,fine,dining restaurant,1.0
fine,dining restaurant,high end,restaurant,1.0
huge,patio,awesome,patio,0.55
forget,waiter,not good,experience,0.5159
huge,patio,big,patio,1.0
big,patio,huge,patio,1.0
cook,burger,recommend,burger,1.0
recommend,burger,cook,burger,1.0
small,place,cramped,space,0.5278
memorable,experience,special,occasion,0.5296
special,occasion,memorable,experience,0.5296
cook,burger,delicious,burger,0.5294
delicious,burger,cook,burger,0.5294
memorable,experience,exceptional,experience,1.0
exceptional,experience,memorable,experience,1.0
excellent,service,lovely,meal,0.5061
huge,patio,good,patio,0.5588
good,patio,huge,patio,0.5588
tender,steak,cooked,steak,0.5593
cooked,steak,tender,steak,0.5593
tender,steak,fantastic,steak,0.5327
fantastic,steak,tender,steak,0.5327
cook,meat,perfect,meat,0.5143
tender,steak,delicious,steak,1.0
nice,beer,good,beer selection,1.0
good,beer selection,nice,beer,1.0
perfect,meat,love,meat,1.0
love,meat,perfect,meat,1.0
nice,beer,good,beers,1.0
good,beers,nice,beer,1.0
beautiful,ambiance,beautiful,room,1.0
beautiful,room,beautiful,ambiance,1.0
beautiful,decor,beautiful,ambiance,1.0
pricy,food,pricey,dinner,0.508
pricey,dinner,pricy,food,0.508
excellent,menu,great,bread,0.5278
better,restaurant,much well,service,0.5135
taste great,food,stand out,food,0.5455
stand out,food,taste great,food,0.5455
amazing,dish,bold,flavour,0.5313
bold,flavour,burst with,flavour,1.0
burst with,flavour,bold,flavour,1.0
rich,soup,rich,broth,0.5152
rich,broth,rich,soup,0.5152
bold,flavour,complex,flavour,0.5758
out world,food,enjoy,dish,0.5429
enjoy,dish,out world,food,0.5429
amazing,customer service,great,customer service,1.0
great,customer service,amazing,customer service,1.0
taste,soup,great,soup,1.0
great,soup,taste,soup,1.0
taste,soup,like,soup,0.5143
limited,seat,not much,seating,1.0
not much,seating,limited,seat,1.0
great,quality of,good,roll,0.5333
good,roll,great,quality of,0.5333
interesting,cocktail,great,cocktail,1.0
great,cocktail,interesting,cocktail,1.0
delicious,rice,good,rice,1.0
good,rice,delicious,rice,1.0
forget,waiter,disappointing,experience,0.5593
appreciate,food,unique,taste,0.5304
unique,taste,appreciate,food,0.5304
premium,price,high,price,1.0
high,price,premium,price,1.0
bad,dining experience,mediocre at best,food,0.5455
pleased,food,good,service,0.52
good,service,pleased,food,0.52
premium,price,prime,location,0.5143
enjoy,sushi,delicious,sushi,1.0
delicious,sushi,enjoy,sushi,1.0
decent,dessert,summerlicious,menu,0.5077
intimate,set,intimate,atmosphere,1.0
intimate,atmosphere,intimate,set,1.0
good,mix,perfect,combination,1.0
perfect,combination,good,mix,1.0
enjoy,sushi,fantastic,sushi,1.0
fantastic,sushi,enjoy,sushi,1.0
rustic,feel,fantastic,ambiance,0.5278
tasty,fish,high,quality,0.5143
high,quality,tasty,fish,0.5143
homemade,pasta,good,pasta,0.5333
good,pasta,homemade,pasta,0.5333
like,steak,perfect,steak,1.0
perfect,steak,like,steak,1.0
like,steak,great,steak,0.5135
nice,burger,taste,burger,0.5152
taste,burger,nice,burger,0.5152
nice,burger,tasty,burger,1.0
tasty,burger,nice,burger,1.0
amazing,portion,plentiful,portion,1.0
plentiful,portion,amazing,portion,1.0
dark,atmosphere,dark,interior,0.5143
dark,interior,dark,atmosphere,0.5143
decent,portion size,taste,meat,0.5143
juicy,pork,love,pork,0.5278
love,pork,juicy,pork,0.5278
juicy,pork,great,pork,1.0
great,pork,juicy,pork,1.0
fresh,guacamole,good,guacamole,0.5056
good,guacamole,fresh,guacamole,0.5056
love,spicy food,love,curry,0.5468
highlight,dessert,gorgeous,restaurant,0.5212
bold,flavour,complex,flavour,0.5152
dark,atmosphere,dim,lighting,0.5278
dim,lighting,dark,atmosphere,0.5278
authentic,atmosphere,authentic,feel,0.5217
authentic,feel,authentic,atmosphere,0.5217
interesting,concept,interesting,experience,0.5588
interesting,experience,interesting,concept,0.5588
nice,food,fresh,menu,1.0
season,chicken,fresh,chicken,0.5278
fun,staff,love,staff,1.0
love,staff,fun,staff,1.0
cooked,steak,tender,steak,1.0
tender,steak,cooked,steak,1.0
medium rare,steak,cooked,steak,1.0
amazing,raman,delicious,raman,1.0
delicious,raman,amazing,raman,1.0
delicious,poutine,good,poutine,1.0
good,poutine,delicious,poutine,1.0
excellent,waiter,4 star,service,0.5117
delicious,poutine,enjoy,poutine,0.5199
enjoy,poutine,delicious,poutine,0.5199
good quality,food,pretty,food,0.5135
gorgeous,view,incredible,view,1.0
incredible,view,gorgeous,view,1.0
amazing,flavour,great,job,0.5498
good,kick,good,change,0.5119
good,change,good,kick,0.5119
disappointed,menu,nice,plate,0.5166
tasty,sushi,favourite,sushi restaurant,0.5152
favourite,sushi restaurant,tasty,sushi,0.5152
tasty,sushi,good,sushi place,0.5135
stand out,service,nice,cocktail,0.5278
love,lunch,tasty,beef,0.5152
nice,option,nice,spot,0.5313
nice,spot,nice,option,0.5313
beautiful,plate,perfectly,dish,0.5143
perfectly,dish,beautiful,plate,0.5143
pretty,food,good,quality of food,1.0
good,quality of food,pretty,food,1.0
nice,option,nice,lunch,1.0
nice,lunch,nice,option,1.0
communal,table,long,table,0.5278
long,table,communal,table,0.5278
small,serving,small,plate,0.5405
small,plate,small,serving,0.5405
do,steak,cook,steak,0.5056
cook,steak,do,steak,0.5056
different,experience,great,overall experience,0.5147
great,overall experience,different,experience,0.5147
standout,dish,incredible,food,0.5484
incredible,food,standout,dish,0.5484
do,steak,juicy,steak,0.5152
juicy,steak,do,steak,0.5152
favourite,ramen place,great,Ramen,0.5278
great,Ramen,favourite,ramen place,0.5278
favourite,ramen place,good,Ramen,0.5103
like,pizza,enjoy,pizza,1.0
enjoy,pizza,like,pizza,1.0
like,pizza,favourite,pizza,1.0
favourite,pizza,like,pizza,1.0
horrible,service,disgusting,food,0.5217
disgusting,food,bad,food,0.5263
favorite,meal,well,food,1.0
well,food,favorite,meal,1.0
best,tacos,good,tacos,1.0
good,tacos,best,tacos,1.0
standout,dish,favorite,dish,0.5278
favorite,dish,standout,dish,0.5278
best,tacos,fresh,tacos,0.5294
fresh,tacos,best,tacos,0.5294
fresh,salsa,homemade,hot sauce,0.5143
lot of,dish,great,dish,0.5429
sweet,savoury,sweet,savory,1.0
sweet,savory,sweet,savoury,1.0
heavy,food,sweet,savoury,0.5294
busy,seating,well,ingredient,0.5152
well,ingredient,busy,seating,0.5152
thick,broth,thick,raman,0.5455
thick,raman,thick,broth,0.5455
cheap,option,big,eater,0.5143
friendly,employee,great,customer service,0.5455
great,customer service,friendly,employee,0.5455
cheap,portion,cheap,price,0.5294
cheap,price,cheap,portion,0.5294
cheap,portion,taste,beef,0.5455
highly recommend,place,recommend,place,0.5135
recommend,place,highly recommend,place,0.5135
nice,noodle,like,raman,0.5278
good,octopus,tender,octopus,1.0
tender,octopus,good,octopus,1.0
like,spicy,good,spicy,0.5178
good,spicy,like,spicy,0.5178
friendly,employee,nice,worker,0.5096
friendly,employee,friendly,worker,1.0
friendly,worker,friendly,employee,1.0
intimate,restaurant,intimate,ambiance,1.0
intimate,ambiance,intimate,restaurant,1.0
quick and efficient,service,quick,service,1.0
quick,service,quick and efficient,service,1.0
cheap,fill,cheap,price,0.5044
cheap,price,cheap,fill,0.5044
huge,selection,good,selection of,0.5143
good,selection of,huge,selection,0.5143
nice,booth,large,booth,0.5063
large,booth,nice,booth,0.5063
spicy,hot sauce,hot,sauce,1.0
hot,sauce,spicy,hot sauce,1.0
recommend,wine,delicious,wine,0.5152
delicious,wine,recommend,wine,0.5152
nice,booth,not bad,place,0.535
not bad,place,nice,booth,0.535
excellent,pizza,better,pizza,1.0
better,pizza,excellent,pizza,1.0
excellent,pizza,great,pizza,1.0
great,pizza,excellent,pizza,1.0
excellent,pizza,good,pizza,1.0
good,pizza,excellent,pizza,1.0
moist,cake,like,dessert,0.5312
sweet,dessert,like,dessert,0.5278
great,vibes,love,music,0.5217
love,music,great,vibes,0.5217
excellent,flavour,amazing,flavor,1.0
amazing,flavor,excellent,flavour,1.0
polite,waiter,nice,restaurant,0.5096
well,cook,delish,food,0.52
huge,selection,wide,selection,0.5106
wide,selection,huge,selection,0.5106
affordable,food,generous,price,0.5053
huge,selection,huge,variety,1.0
huge,variety,huge,selection,1.0
solid,choice,great,selection,1.0
great,selection,solid,choice,1.0
good,food,better,food,1.0
better,food,good,food,1.0
great,food,awesome,food,1.0
awesome,food,great,food,1.0
great,service,spot on,service,0.5455
spot on,service,great,service,0.5455
consistently,service,great,service,0.5588
good,service,decent,service,1.0
decent,service,good,service,1.0
good,service,enjoy,service,0.5438
enjoy,service,good,service,0.5438
friendly,staff,polite,staff,1.0
polite,staff,friendly,staff,1.0
delicious,food,out world,food,1.0
out world,food,delicious,food,1.0
delicious,food,high quality,food,0.5143
high quality,food,delicious,food,0.5143
great,place,great,cafe,0.5152
great,cafe,great,place,0.5152
friendly,service,polite,service,1.0
polite,service,friendly,service,1.0
quick,staff,friendly,service,0.52
friendly,service,welcome,service,1.0
welcome,service,friendly,service,1.0
amazing,food,high quality,food,1.0
high quality,food,amazing,food,1.0
amazing,food,delicious,food,1.0
delicious,food,amazing,food,1.0
good,place,delicious,place,1.0
delicious,place,good,place,1.0
good,place,excellent,place,1.0
excellent,place,good,place,1.0
excellent,service,outstanding,service,1.0
outstanding,service,excellent,service,1.0
excellent,service,exceptional,service,0.5588
exceptional,service,excellent,service,0.5588
great,atmosphere,comfortable,atmosphere,1.0
comfortable,atmosphere,great,atmosphere,1.0
great,atmosphere,lovely,atmosphere,0.5282
lovely,atmosphere,great,atmosphere,0.5282
great,atmosphere,nice,atmosphere,1.0
nice,atmosphere,great,atmosphere,1.0
fast,service,speedy,service,1.0
speedy,service,fast,service,1.0
good,price,tasty,price,0.5015
tasty,price,good,price,0.5015
small,place,small,seat,1.0
small,seat,small,place,1.0
friendly,server,friendly,hostess,0.5294
friendly,hostess,friendly,server,0.5294
friendly,server,friendly,waitress,1.0
friendly,waitress,friendly,server,1.0
friendly,server,friendly,waiter,0.56
friendly,waiter,friendly,server,0.56
busy,place,overrate,place,0.5093
great,experience,lovely,experience,0.5096
lovely,experience,great,experience,0.5096
attentive,service,pleasant,service,1.0
pleasant,service,attentive,service,1.0
attentive,service,professional,service,1.0
professional,service,attentive,service,1.0
excellent,food,impressed,food,1.0
impressed,food,excellent,food,1.0
nice,place,lively,place,1.0
lively,place,nice,place,1.0
nice,place,modern,place,1.0
quick,service,fast and friendly,service,1.0
fast and friendly,service,quick,service,1.0
bad,service,crappy,service,1.0
crappy,service,bad,service,1.0
good,burger,decent,burger,1.0
decent,burger,good,burger,1.0
good,burger,better,burger,1.0
better,burger,good,burger,1.0
generous,portion,generous,portion size,0.5455
generous,portion size,generous,portion,0.5455
generous,portion,generous,serve,1.0
generous,serve,generous,portion,1.0
decent,food,average,food,1.0
average,food,decent,food,1.0
nice,atmosphere,lovely,atmosphere,1.0
lovely,atmosphere,nice,atmosphere,1.0
nice,atmosphere,fun,atmosphere,1.0
fun,atmosphere,nice,atmosphere,1.0
good,meal,highlight,meal,1.0
highlight,meal,good,meal,1.0
amazing,service,fantastic,service,0.5135
fantastic,service,amazing,service,0.5135
good,dish,better,dish,1.0
better,dish,good,dish,1.0
crispy,dish,good,dish,1.0
love,food,cute,food,1.0
cute,food,love,food,1.0
love,food,fantastic,food,0.5143
fantastic,food,love,food,0.5143
long,wait,bit of,wait,1.0
bit of,wait,long,wait,1.0
enjoy,food,perfect,food,0.5278
huge,portion,enormous,portion,1.0
enormous,portion,huge,portion,1.0
good,experience,delightful,experience,1.0
delightful,experience,good,experience,1.0
good,experience,memorable,experience,1.0
memorable,experience,good,experience,1.0
good,experience,disappointing,experience,0.5238
disappointing,experience,good,experience,0.5238
great,price,very,price,1.0
very,price,great,price,1.0
great,price,excellent,price,1.0
excellent,price,great,price,1.0
great,price,awesome,price,0.5217
fresh,ingredient,fresh,seafood,0.5286
fresh,ingredient,fresh,avocado,0.5172
fresh,fish,fresh,ingredient,0.5096
attentive,server,attentive,wait staff,1.0
attentive,wait staff,attentive,server,1.0
kind,service,attentive,server,0.5078
attentive,server,attentive,waitress,0.5429
attentive,waitress,attentive,server,0.5429
delicious,portion,good,portion,0.5152
reasonably,price,up,price,0.5143
mediocre,food,downhill,food,1.0
downhill,food,mediocre,food,1.0
high,price,inflate,price,1.0
inflate,price,high,price,1.0
mediocre,food,3 star,food,0.5429
3 star,food,mediocre,food,0.5429
nice,staff,welcome,server,0.5294
welcome,server,nice,staff,0.5294
nice,staff,nice and,waitress,0.5625
nice,staff,lovely,staff,1.0
lovely,staff,nice,staff,1.0
good,drink,better,drink,1.0
better,drink,good,drink,1.0
good,drink,tasty,drink,0.5152
tasty,drink,good,drink,0.5152
large,portion,generously,portion,0.5128
generously,portion,large,portion,0.5128
large,portion,large,portion size,0.5373
large,portion size,large,portion,0.5373
large,portion,large,serving,1.0
large,serving,large,portion,1.0
nice,server,nice,waitress,0.5278
nice,waitress,nice,server,0.5278
lovely,waitress,nice,server,0.5294
nice,server,lovely,server,1.0
lovely,server,nice,server,1.0
small,restaurant,small,space,0.5135
small,space,small,restaurant,0.5135
small,restaurant,small,seat,1.0
great,drink,awesome,drink,1.0
awesome,drink,great,drink,1.0
fantastic,food,pleased,food,0.5152
pleased,food,fantastic,food,0.5152
fantastic,food,love,food,1.0
love,food,fantastic,food,1.0
attentive,staff,informative,staff,1.0
informative,staff,attentive,staff,1.0
attentive,staff,personable,staff,1.0
personable,staff,attentive,staff,1.0
classy,decor,nice,decor,0.5161
nice,decor,fun,decor,1.0
fun,decor,nice,decor,1.0
nice,decor,lovely,decor,1.0
lovely,decor,nice,decor,1.0
better,food,good,food,0.504
good,food,better,food,0.504
better,food,more,food,0.5056
great,dessert,great,meal,0.5278
good,restaurant,delicious,restaurant,1.0
delicious,restaurant,good,restaurant,1.0
good,restaurant,wonderful,restaurant,1.0
wonderful,restaurant,good,restaurant,1.0
great,staff,great,bar,0.5143
great,location,love,location,1.0
love,location,great,location,1.0
great,location,prime,location,1.0
prime,location,great,location,1.0
great,location,awesome,location,1.0
awesome,location,great,location,1.0
amazing,place,wonderful,place,1.0
wonderful,place,amazing,place,1.0
amazing,place,interesting,place,1.0
interesting,place,amazing,place,1.0
amazing,place,fantastic,place,1.0
fantastic,place,amazing,place,1.0
good,sushi,amazing,sushi,1.0
amazing,sushi,good,sushi,1.0
good,sushi,better,sushi,1.0
better,sushi,good,sushi,1.0
good,sushi,love,sushi,0.505
love,sushi,good,sushi,0.505
delicious,everything,taste great,everything,1.0
taste great,everything,delicious,everything,1.0
busy,restaurant,busy,seating,0.5466
busy,seating,busy,restaurant,0.5466
busy,restaurant,busy,table,1.0
great,spot,awesome,spot,1.0
awesome,spot,great,spot,1.0
great,spot,amazing,spot,1.0
amazing,spot,great,spot,1.0
bit slow,service,poor,service,0.5294
poor,service,crap,service,1.0
crap,service,poor,service,1.0
good,pizza,tasty,pizza,1.0
tasty,pizza,good,pizza,1.0
good,pizza,enjoy,pizza,0.5107
enjoy,pizza,good,pizza,0.5107
great,Burger,good,fry,0.5016
great,ambiance,love,ambiance,0.5313
love,ambiance,great,ambiance,0.5313
great,ambiance,great,evening,1.0
great,ambiance,nice,ambiance,1.0
nice,ambiance,great,ambiance,1.0
wonderful,restaurant,great,restaurant,0.5278
great,restaurant,nice,restaurant,1.0
nice,restaurant,great,restaurant,1.0
great,restaurant,lovely,restaurant,1.0
lovely,restaurant,great,restaurant,1.0
more,flavour,good,taste,0.5588
good,taste,good,flavour,0.5143
good,flavour,good,taste,0.5143
good,dessert,highlight,dessert,1.0
highlight,dessert,good,dessert,1.0
better,service,perfect,service,1.0
perfect,service,better,service,1.0
decent,price,par,price,1.0
great,time,awesome,time,1.0
awesome,time,great,time,1.0
special,occasion,special,event,1.0
special,event,special,occasion,1.0
good,menu,better,menu,1.0
better,menu,good,menu,1.0
good,value,better,value,1.0
better,value,good,value,1.0
good,value,excellent,value,1.0
excellent,value,good,value,1.0
small,table,small,space,0.5429
small,space,small,table,0.5429
fresh,fish,torch,sushi,0.5135
torch,sushi,fresh,fish,0.5135
fresh,fish,craving,sushi,0.5429
craving,sushi,fresh,fish,0.5429
large,group,big,group,1.0
big,group,large,group,1.0
fantastic,service,terrific,service,1.0
terrific,service,fantastic,service,1.0
fantastic,service,fabulous,service,1.0
fabulous,service,fantastic,service,1.0
fantastic,service,wonderful,service,1.0
wonderful,service,fantastic,service,1.0
long,line,long,wait,0.5172
long,wait,long,line,0.5172
nice,service,knowledgeable,service,1.0
knowledgeable,service,nice,service,1.0
nice,service,happy,service,1.0
happy,service,nice,service,1.0
bad,food,terrible,food,1.0
terrible,food,bad,food,1.0
love,atmosphere,romantic,atmosphere,1.0
romantic,atmosphere,love,atmosphere,1.0
bad,food,improve,food,0.5172
improve,food,bad,food,0.5172
nice,service,lovely,service,0.5313
lovely,service,nice,service,0.5313
love,atmosphere,cool,atmosphere,1.0
cool,atmosphere,love,atmosphere,1.0
horrible,service,lousy,service,1.0
lousy,service,horrible,service,1.0
quick,bite,quick,turnover,0.5185
quick,turnover,quick,bite,0.5185
favourite,dish,favorite,dish,1.0
favorite,dish,favourite,dish,1.0
favourite,dish,recommend,dish,0.5294
recommend,dish,favourite,dish,0.5294
fair,price,fair,pricing,1.0
fair,pricing,fair,price,1.0
fair,price,reasonable,pricing,0.5143
reasonable,pricing,fair,price,0.5143
good,flavour,better,flavour,1.0
better,flavour,good,flavour,1.0
good,flavour,good,taste,1.0
good,taste,good,flavour,1.0
nice,patio,lovely,patio,0.5152
lovely,patio,nice,patio,0.5152
good,atmosphere,excellent,atmosphere,1.0
excellent,atmosphere,good,atmosphere,1.0
good,atmosphere,decent,atmosphere,1.0
decent,atmosphere,good,atmosphere,1.0
prompt,service,genuine,service,0.5312
prompt,service,great and,service,0.5238
good,everything,recommend,everything,1.0
recommend,everything,good,everything,1.0
limited,seating,not lot of,seating,1.0
not lot of,seating,limited,seating,1.0
limited,seating,minimal,seating,1.0
minimal,seating,limited,seating,1.0
limited,seating,tight,seating,0.5143
tight,seating,limited,seating,0.5143
great,flavour,great,texture,0.5038
great,texture,great,flavour,0.5038
great,flavour,great,taste,0.5263
great,taste,great,flavour,0.5263
good,raman,better,raman,1.0
better,raman,good,raman,1.0
good,raman,delicious,raman,1.0
delicious,raman,good,raman,1.0
good,review,better,review,1.0
better,review,good,review,1.0
efficient,service,quick and friendly,service,1.0
quick and friendly,service,efficient,service,1.0
efficient,service,fast and friendly,service,1.0
fast and friendly,service,efficient,service,1.0
great,taste,nice,taste,1.0
nice,taste,great,taste,1.0
great,taste,nice,flavour,0.5217
nice,flavour,great,taste,0.5217
great,taste,great,flavour,0.5143
great,flavour,great,taste,0.5143
friendly,waitress,friendly,hostess,1.0
friendly,hostess,friendly,waitress,1.0
like,food,wonderful,food,1.0
wonderful,food,like,food,1.0
decent,service,average,service,0.5455
average,service,decent,service,0.5455
decent,service,not bad,service,1.0
not bad,service,decent,service,1.0
impeccable,service,exceptional,service,1.0
exceptional,service,impeccable,service,1.0
impeccable,service,stellar,service,1.0
stellar,service,impeccable,service,1.0
typical,food,cheap,food,0.5143
cheap,food,comparable,food,0.5278
comparable,food,cheap,food,0.5278
decent,food,cheap,food,0.5056
better,place,awesome,place,1.0
awesome,place,better,place,1.0
great,server,great,waitress,0.5161
great,waitress,great,server,0.5161
awesome,place,love,place,0.5429
love,place,awesome,place,0.5429
great,server,love,server,1.0
love,server,great,server,1.0
nice,ambiance,lovely,ambiance,1.0
lovely,ambiance,nice,ambiance,1.0
