premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
slow,internet,slow,connection,1.0
slow,connection,wireless,connection,1.0
full,drive,slow,drive,0.5135
slow,focus,better,lens,0.505
slow,internet,slow,connection,1.0
slow,connection,slow,internet,1.0
slow,speed,poor,performance,0.5149
slow,transfer rate,slow,transfer speed,1.0
slow,transfer speed,slow,transfer rate,1.0
slow,transfer rate,fast,transfer speed,0.508
fast,transfer speed,slow,transfer rate,0.508
slow,transfer speed,slow,transfer rate,1.0
slow,transfer rate,slow,transfer speed,1.0
nice,ability,small,amount,0.5135
small,battery,new,feature,0.5016
new,feature,small,battery,0.5016
small,battery,extra,battery,0.5333
small,control,simple,menu,0.5238
simple,menu,small,control,0.5238
small,footprint,sleek,unit,0.5152
small,key,comfortable,key,1.0
comfortable,key,small,key,1.0
small,player,great,player,0.5385
small,pocket,little,pocket,1.0
little,pocket,small,pocket,1.0
small,product,tiny,thing,1.0
tiny,thing,small,product,1.0
small,receiver,small,usb receiver,0.5278
small,sensor,solid,camera,0.505
small,shift key,lightweight,keyboard,0.5385
small,speaker,compact,speaker,0.5333
compact,speaker,small,speaker,0.5333
small,thing,tiny,thing,1.0
tiny,thing,small,thing,1.0
small,thing,small,product,0.5429
small,product,small,thing,0.5429
small,unit,compact,unit,1.0
compact,unit,small,unit,1.0
small,unit,great,unit,0.5429
small,usb receiver,tiny,receiver,1.0
tiny,receiver,small,usb receiver,1.0
small,usb receiver,small,receiver,1.0
small,receiver,small,usb receiver,1.0
smooth,bokeh,beautiful,bokeh,0.5455
beautiful,bokeh,smooth,bokeh,0.5455
smooth,feel,nice,feel,1.0
nice,feel,smooth,feel,1.0
smooth,feel,excellent,feel,0.5278
excellent,feel,smooth,feel,0.5278
smooth,installation,simple,installation,1.0
simple,installation,smooth,installation,1.0
sleek,keyboard,smooth,key,0.5185
smooth,motion,many,button,0.52
good,mouse,smooth,mouse,0.5294
smooth,video,good,video quality,1.0
good,video quality,smooth,video,1.0
smooth,zoom,fast,auto focus,1.0
fast,auto focus,smooth,zoom,1.0
soft,feel,good,feel,0.5429
good,feel,soft,feel,0.5429
soft,feel,great,feel,1.0
great,feel,soft,feel,1.0
soft,image,better,lens,0.5417
soft,key,easy to press,key,0.5015
good,image stabilization,soft,picture,1.0
solid,bass,rich,bass,0.5135
rich,bass,solid,bass,0.5135
solid,build quality,solid,build,0.5517
solid,build quality,excellent,build quality,1.0
excellent,build quality,solid,build quality,1.0
solid,build quality,good,build quality,1.0
good,build quality,solid,build quality,1.0
solid,build quality,good,build,1.0
good,build,solid,build quality,1.0
solid,cable,thick,cable,1.0
thick,cable,solid,cable,1.0
solid,cable,solid,connection,0.5135
solid,construction,great,build quality,0.5294
solid,construction,excellent,build quality,0.5278
sleek,look,solid,design,0.5278
solid,feel,great,feel,1.0
great,feel,solid,feel,1.0
solid,feel,nice,feel,0.5429
nice,feel,solid,feel,0.5429
solid,mouse,awesome,mouse,0.528
awesome,mouse,solid,mouse,0.528
solid,mouse,perfect,mouse,0.5429
perfect,mouse,solid,mouse,0.5429
solid,product,perfect,product,1.0
perfect,product,solid,product,1.0
perfect,one,solid,quality,0.5128
solid,sound,strong,sound,0.5278
strong,sound,solid,sound,0.5278
solid,thing,heavy,thing,0.5135
heavy,thing,solid,thing,0.5135
solid,thing,sturdy,unit,0.5278
sturdy,unit,solid,thing,0.5278
stable,connection,wireless,capability,0.501
wireless,capability,stable,connection,0.501
stable,connection,weak,signal,0.5152
great,coverage,stable,router,0.56
steady,hand,stunning,result,0.5135
steady,hand,wide,lens,0.5135
stiff,cord,stiff,wire,1.0
stiff,wire,stiff,cord,1.0
straightforward,installation,fast,installation,1.0
fast,installation,straightforward,installation,1.0
straightforward,installation,simple,installation,1.0
simple,installation,straightforward,installation,1.0
straightforward,setup,easy,setup,0.5135
easy,setup,straightforward,setup,0.5135
straightforward,setup,simple,setup,0.5135
simple,setup,straightforward,setup,0.5135
straightforward,setup,not difficult,setup,1.0
not difficult,setup,straightforward,setup,1.0
strong,bass,clean,high,0.5385
strong,battery,small,dongle,0.5135
small,dongle,strong,battery,0.5135
strong,cable,durable,cable,1.0
durable,cable,strong,cable,1.0
strong,cable,heavy,cable,0.5021
heavy,cable,strong,cable,0.5021
strong,case,better,case,1.0
better,case,strong,case,1.0
strong,connection,great,connection,0.5152
great,connection,strong,connection,0.5152
strong,connection,great,signal,0.5152
great,signal,strong,connection,0.5152
strong,signal,strong,signal strength,1.0
strong,signal strength,strong,signal,1.0
strong,signal,good,signal strength,1.0
good,signal strength,strong,signal,1.0
strong,signal strength,good,signal strength,1.0
good,signal strength,strong,signal strength,1.0
clean,image,stunning,image,0.5135
stunning,picture,amazing,picture,1.0
amazing,picture,stunning,picture,1.0
stunning,picture,awesome,picture,0.5135
awesome,picture,stunning,picture,0.5135
stunning,quality,amazing,image,1.0
amazing,image,stunning,quality,1.0
nice,image,stunning,quality,0.5278
sturdy,cable,thick,cable,0.5366
thick,cable,sturdy,cable,0.5366
light,case,sturdy,case,0.5126
great,build quality,sturdy,construction,0.5046
sturdy,cord,thick,cord,1.0
thick,cord,sturdy,cord,1.0
thick,wire,sturdy,cord,1.0
sturdy,cord,great,cord,0.5117
sturdy,feel,solid,feel,1.0
solid,feel,sturdy,feel,1.0
sturdy,material,good,finish,0.5263
great,mount,sturdy,mount,0.55
great,screen protector,sturdy,product,0.5095
sturdy,stand,nice,stand,0.5028
nice,stand,sturdy,stand,0.5028
sturdy,tripod,nice,bag,0.5143
nice,bag,sturdy,tripod,0.5143
sturdy,unit,sturdy,product,1.0
sturdy,product,sturdy,unit,1.0
little,pocket,sturdy,zipper,0.5185
great,one,such,problem,0.5178
superb,battery life,good,battery life,1.0
good,battery life,superb,battery life,1.0
superb,battery life,longer,battery life,1.0
longer,battery life,superb,battery life,1.0
superb,build quality,outstanding,build quality,1.0
outstanding,build quality,superb,build quality,1.0
superb,build quality,amazing,quality,1.0
amazing,quality,superb,build quality,1.0
superb,image quality,outstanding,image quality,1.0
outstanding,image quality,superb,image quality,1.0
superb,image quality,amazing,image quality,1.0
amazing,image quality,superb,image quality,1.0
clean,image,superb,image quality,0.5135
superb,picture,gorgeous,picture,1.0
gorgeous,picture,superb,picture,1.0
superb,picture,fantastic,picture,1.0
fantastic,picture,superb,picture,1.0
superb,picture,fine,picture,1.0
fine,picture,superb,picture,1.0
clear,picture quality,superb,picture quality,0.5278
better,picture,superb,picture quality,0.5152
superb,picture quality,nice,picture quality,1.0
nice,picture quality,superb,picture quality,1.0
superb,quality,awesome,quality,1.0
awesome,quality,superb,quality,1.0
superb,sound,different,sound,1.0
different,sound,superb,sound,1.0
clear,music,superb,sound,0.5135
superb,video quality,fantastic,camera,1.0
superior,quality,fantastic,quality,1.0
fantastic,quality,superior,quality,1.0
superior,quality,superb,quality,1.0
superb,quality,superior,quality,1.0
superior,sound,superb,sound,0.5199
superb,sound,superior,sound,0.5199
clear,bass,superior,sound,0.5135
terrible,battery life,poor,battery life,1.0
poor,battery life,terrible,battery life,1.0
terrible,battery life,short,battery life,1.0
short,battery life,terrible,battery life,1.0
terrible,quality,poor,quality,1.0
poor,quality,terrible,quality,1.0
terrible,sound,tinny,sound,0.5278
tinny,sound,terrible,sound,0.5278
terrible,sound,horrible,sound,1.0
horrible,sound,terrible,sound,1.0
small,speaker,terrible,speaker,0.5429
terrific,sound,clear,sound,0.5143
clear,sound,terrific,sound,0.5143
clear,music,terrific,sound,0.52
heavy,cable,thick,cable,0.5294
thick,cable,solid,cable,0.5135
thick,wire,thick,cord,1.0
thick,cord,thick,wire,1.0
thin,case,close,case,1.0
close,case,thin,case,1.0
lightweight,case,thin,case,0.5278
thin,keyboard,nice,touch,0.5278
decent,sound,thin,sound,0.5026
thin,sound,weak,sound,0.5429
weak,sound,thin,sound,0.5429
thin,tablet,light,tablet,0.5385
thin,wire,thin,cord,0.5095
thin,cord,thin,wire,0.5095
tight,connection,nice,connector,0.5143
nice,connector,tight,connection,0.5143
tight,fit,snug,fit,1.0
snug,fit,tight,fit,1.0
tight,fit,nice,fit,0.5135
decent,sound,tinny,sound,0.5135
tinny,speaker,fine,speaker,0.5333
fine,speaker,tinny,speaker,0.5333
tiny,thing,small,thing,0.5278
small,thing,tiny,thing,0.5278
tiny,thing,how small,thing,1.0
how small,thing,tiny,thing,1.0
tiny,thing,small,product,1.0
small,product,tiny,thing,1.0
too short,cable,short,usb cord,0.5278
short,usb cord,too short,cable,0.5278
too short,cord,short,cord,1.0
short,cord,too short,cord,1.0
true,color,accurate,color,0.5135
accurate,color,true,color,0.5135
unbelievable,quality,amazing,quality,1.0
amazing,quality,unbelievable,quality,1.0
unbelievable,quality,impressive,quality,1.0
impressive,quality,unbelievable,quality,1.0
unbelievable,sound,rich,sound,0.5135
rich,sound,unbelievable,sound,0.5135
unbelievable,sound,beautiful,sound,1.0
beautiful,sound,unbelievable,sound,1.0
unbelievable,sound,amazing,sound,1.0
amazing,sound,unbelievable,sound,1.0
universal,remote,basic,remote,0.5143
basic,remote,universal,remote,0.5143
useful,case,functional,case,1.0
functional,case,useful,case,1.0
great,device,useful,device,0.5061
useful,feature,great,feature,1.0
great,feature,useful,feature,1.0
fantastic,product,useful,product,0.5556
useless,feature,serious,problem,1.0
useless,instruction,not clear,instruction,1.0
not clear,instruction,useless,instruction,1.0
simple,software,useless,software,1.0
vague,instruction,simple,instruction,0.5191
simple,instruction,vague,instruction,0.5191
versatile,lens,solid,lens,0.5135
vibrant,color,sharp,color,0.5143
sharp,color,vibrant,color,0.5143
vibrant,screen,awesome,screen,0.5021
visible,screen,huge,screen,0.5315
huge,screen,visible,screen,0.5315
vivid,color,vibrant,color,0.5126
vibrant,color,vivid,color,0.5126
warm,drive,compatible,drive,1.0
compatible,drive,warm,drive,1.0
warm,ear,hot,ear,1.0
hot,ear,warm,ear,1.0
weak,sound,low,sound,1.0
low,sound,weak,sound,1.0
weak,sound,thin,sound,1.0
thin,sound,weak,sound,1.0
not good,sound,weak,sound,0.5278
wide,angle,good,image,0.52
good,image,wide,angle,0.52
easy,set up,wire,connection,0.5143
wire,connection,old,router,0.5135
old,router,wire,connection,0.5135
wire,connection,wireless,connection,1.0
wireless,connection,wire,connection,1.0
wonderful,camera,great,camera,1.0
great,camera,wonderful,camera,1.0
wonderful,camera,good,camera,1.0
good,camera,wonderful,camera,1.0
wonderful,picture,beautiful,picture,0.5143
beautiful,picture,wonderful,picture,0.5143
wonderful,picture,nice,picture,0.525
nice,picture,wonderful,picture,0.525
wonderful,sound,superb,sound,1.0
superb,sound,wonderful,sound,1.0
wonderful,sound,superior,sound,0.5143
superior,sound,wonderful,sound,0.5143
amazing,amount,many,review,0.5484
cool,feature,amazing,device,0.5135
amazing,headphone,great,earphone,1.0
great,earphone,amazing,headphone,1.0
sharp,focus,amazing,lens,0.5217
excellent,color,amazing,picture,0.5159
amazing,speaker,loud,volume,0.5217
loud,volume,amazing,speaker,0.5217
many,channel,amazing,thing,0.5143
bright,led,annoying,light,1.0
fair,amount,attractive,price,0.5278
attractive,unit,sturdy,thing,0.5238
awesome,ability,amazing,one,0.5135
amazing,one,awesome,ability,0.5135
awesome,design,sturdy,unit,0.5052
sturdy,unit,awesome,design,0.5052
awesome,headphone,great,earphone,0.5135
great,earphone,awesome,headphone,0.5135
awesome,lens,sharp,focus,0.5455
sharp,focus,awesome,lens,0.5455
awesome,product,handy,remote,0.5422
awesome,quality,wonderful,product,0.544
awesome,sound,amazing,quality,0.5466
amazing,quality,awesome,sound,0.5466
bad,cable,loose,connection,0.5152
loose,connection,bad,cable,0.5152
bad,range,limited,choice,1.0
limited,choice,bad,range,1.0
beautiful,design,perfect,bag,0.5294
accurate,auto focus,better,bokeh,0.52
little,pocket,better,case,1.0
better,clarity,stunning,result,0.5159
better,experience,great,service,1.0
great,service,better,experience,1.0
better,feature,good,interface,0.53
better,image quality,excellent,result,0.5357
nice,control,better,model,0.56
great,shot,better,photo,0.5269
better,picture,grainy,image,0.5278
grainy,image,better,picture,0.5278
smart,tv,better,picture quality,0.5135
high,capacity,better,price,0.5135
better,product,amazing,one,0.5135
outstanding,image quality,better,resolution,0.5278
better,result,fantastic,image quality,0.5143
fantastic,image quality,better,result,0.5143
better,speed,much well,performance,0.5012
much well,performance,better,speed,0.5012
better,video,superb,image quality,0.5135
superb,image quality,better,video,0.5135
better,video quality,fantastic,feature,0.5294
similar,product,big,bag,0.5429
large,size,big,finger,1.0
big,lens,creamy,bokeh,0.5758
loud,voice,big,sound,0.5143
responsive,touchpad,bit small,keyboard,0.5135
black,screen,easy to read,display,0.5143
cheap,cable,sturdy,connector,0.5286
sturdy,connector,cheap,cable,0.5286
cheap,drive,dead,unit,1.0
dead,unit,cheap,drive,1.0
fair,amount,cheap,price,0.5238
clear,photo,nice,image,0.5017
clear,reception,not good,picture,0.5429
clear,signal,not good,picture,0.5143
not good,picture,clear,signal,0.5143
comfortable,headphone,louder,sound,0.5107
louder,sound,comfortable,headphone,0.5107
quiet,unit,compact,drive,1.0
weak,bass,comparable,sound,0.5519
compatible,drive,faster,processor,0.5172
easy,application,complete,setup,0.5178
crisp,image,sharp,picture,0.5135
sharp,picture,crisp,image,0.5135
good,output,crisp,sound,0.5429
crisp,voice,clear,sound,0.532
clear,sound,crisp,voice,0.532
3d,tv,dark,picture,0.5385
decent,bass,good,quality sound,0.5135
good,quality sound,decent,bass,0.5135
decent,range,not strong,signal,0.5294
different,sound,powerful,bass,0.5455
durable,case,protective,cover,0.5429
protective,cover,durable,case,0.5429
easy,application,straightforward,setup,0.5278
simple,installation,easy,configuration,0.5701
easy,control,simple,connection,1.0
simple,connection,easy,control,1.0
simple,process,easy,menu,0.5833
easy,pair,simple,setup,0.5159
simple,setup,easy,pair,0.5159
great,setup,easy to follow,instruction,0.5429
faster,processor,easy to install,drive,0.5294
easy to see,screen,easy to read,display,0.5217
easy to set,device,easy to use,thing,0.5357
easy to set,unit,easy to use,device,0.5135
easy to use,product,easy to set,device,0.5625
easy to set,device,easy to use,product,0.5625
easy to use,remote,great,concept,1.0
great,concept,easy to use,remote,1.0
new,device,easy to use,unit,0.5016
good,service,excellent,experience,1.0
excellent,finish,perfect,bass,0.5294
perfect,bass,excellent,finish,0.5294
flat,surface,excellent,keyboard,0.5135
excellent,one,good,deal,0.5135
good,deal,excellent,one,0.5135
grainy,image,excellent,picture,0.5588
high,capacity,excellent,price,0.5263
excellent,response,good,feedback,1.0
good,feedback,excellent,response,1.0
excellent,screen,nice,tablet,0.5143
excellent,service,high,resolution,0.5588
high,resolution,excellent,service,0.5588
excellent,signal strength,good,router,1.0
good,headset,excellent,sound quality,0.5278
superb,image quality,excellent,video,0.5278
excellent,video quality,outstanding,image quality,0.55
outstanding,image quality,excellent,video quality,0.55
fantastic,keyboard,smooth,action,0.528
fantastic,lens,sharp,focus,0.5152
fantastic,picture,grainy,image,0.5396
fantastic,sound,amazing,quality,0.5135
fantastic,speaker,incredible,quality,0.5581
incredible,quality,fantastic,speaker,0.5581
fantastic,speed,good,transfer rate,0.5294
good,transfer rate,fantastic,speed,0.5294
fast,setup,simple,process,0.5294
faster,processor,reliable,drive,1.0
optical,viewfinder,fine,camera,0.5588
fine,headphone,good,pair,0.5484
good,pair,fine,headphone,0.5484
fine,product,basic,remote,0.5192
basic,remote,fine,product,0.5192
fine,quality,nice,sound,0.5035
nice,sound,fine,quality,0.5035
fine,speaker,incredible,quality,0.5278
incredible,quality,fine,speaker,0.5278
fine,video,superb,image quality,1.0
superb,image quality,fine,video,1.0
good,cable,loose,connection,0.5455
good,clarity,natural,color,0.5599
natural,color,good,clarity,0.5599
clear,image,good,color,1.0
fine,headphone,good,comfort,0.5135
neat,feature,good,control,0.5333
good,cover,nice,material,0.5135
great,review,good,customer service,0.5455
good,customer support,excellent,experience,0.5052
excellent,experience,good,customer support,0.5052
good,design,full,battery,0.5268
good,direction,great,signal,0.5286
great,signal,good,direction,0.5286
good,earbud,fine,headphone,0.5588
fine,headphone,good,earbud,0.5588
good,experience,low,resolution,0.5026
good,feature,excellent,video,0.5143
excellent,video,good,feature,0.5143
good,feedback,excellent,response,1.0
excellent,response,good,feedback,1.0
good,feel,great,response,0.5345
great,response,good,feel,0.5345
good,finish,perfect,none,0.5833
perfect,none,good,finish,0.5833
good,fit,fine,headphone,0.5588
good,functionality,better,experience,0.5056
excellent,sound quality,good,headset,0.5135
outstanding,build quality,good,impression,0.5278
good,lens,sharp,focus,0.5103
sharp,focus,good,lens,0.5103
nice,angle,good,look,1.0
good,low,clean,bass,1.0
clean,bass,good,low,1.0
good,microphone,excellent,video quality,1.0
low,volume,good,music,0.5087
good,photo,great,shot,1.0
great,shot,good,photo,1.0
useless,feature,good,photo quality,0.5072
better,app,good,player,0.5429
great,material,good,protection,1.0
good,response,excellent,feel,0.5152
excellent,feel,good,response,0.5152
better,signal strength,good,router,0.5385
good,sound,tight,bass,0.5422
wonderful,picture,good,tv,0.5429
great,button,small,profile,0.5135
small,profile,great,button,0.5135
easy to use,remote,great,concept,0.5159
better,image,great,contrast,0.5278
great,detail,amazing,image quality,0.5135
nice,touch,great,feel,0.5135
great,finish,beautiful,design,0.5026
great,functionality,available,app,0.5012
available,app,great,functionality,0.5012
true,color,great,monitor,0.5178
good,selection,great,movie,0.5296
awesome,feature,great,option,0.5357
great,packaging,high,level,0.5152
good,speed,great,performance,0.5714
excellent,sharpness,great,photo,1.0
great,product,awesome,one,1.0
awesome,one,great,product,1.0
great,resolution,optical,audio,0.55
optical,audio,great,resolution,0.55
great,review,excellent,customer service,0.5769
great,speed,good,transfer rate,1.0
good,transfer rate,great,speed,1.0
great,transfer speed,good,transfer rate,0.5429
good,transfer rate,great,transfer speed,0.5429
attractive,case,hard,shell,0.52
sturdy,connector,heavy,cable,0.5313
easy to use,remote,helpful,support,0.5135
honest,review,not high,expectation,0.5065
not high,expectation,honest,review,0.5065
clear,speaker,incredible,quality,0.5294
intuitive,interface,simple,software,0.5135
simple,software,intuitive,interface,0.5135
easy to read,screen,large,display,0.5278
large,keyboard,responsive,touchpad,0.5116
responsive,touchpad,large,keyboard,0.5116
easy to read,display,large,screen,0.5429
thin,cover,lightweight,case,1.0
limited,number,impressive,speed,0.5429
thin,wire,long,cable,0.5278
low,quality,not bad,one,0.5135
not bad,one,low,quality,0.5135
good,radio,low,volume,0.5429
major,issue,due,problem,0.5278
due,problem,major,issue,0.5278
many,review,great,support,0.5008
mediocre,quality,bad,sound,0.5143
bad,sound,mediocre,quality,0.5143
more,memory,good,warranty,0.5581
weak,magnet,more,power,0.5217
grainy,image,much well,picture,0.5178
nice,angle,good,stand,0.5278
great,touch screen,nice,battery,0.5159
nice,fit,great,protection,0.5143
sharp,focus,nice,lens,0.5032
nice,pocket,thin,case,0.5135
thin,case,nice,pocket,0.5135
nice,speaker,incredible,quality,0.5278
nice,video,superb,image quality,0.5135
not easy,setup,painless,installation,1.0
painless,installation,not easy,setup,1.0
good,balance,not great,quality,0.5327
sharp,focus,perfect,lens,0.5135
perfect,one,nice,product,0.5333
great,shipping,perfect,packaging,0.5135
great,capability,perfect,quality,1.0
great,antenna,perfect,reception,1.0
perfect,sound,fantastic,quality,0.5327
great,touch screen,perfect,tablet,0.5342
poor,build quality,phenomenal,sound,0.5143
readable,screen,easy to read,display,0.5278
easy to read,display,readable,screen,0.5278
realistic,expectation,right,size,0.5037
right,size,realistic,expectation,0.5037
responsive,keyboard,soft,feel,1.0
soft,feel,responsive,keyboard,1.0
easy to use,thing,several,device,0.5135
excellent,lens,sharp,photo,0.5135
sharp,picture,blurry,image,0.5159
sharp,picture quality,grainy,image,0.5294
simple,installation,easy,configuration,0.5159
simple,set up,easy,programming,1.0
easy,programming,simple,set up,1.0
simple,software,intuitive,interface,0.5429
intuitive,interface,simple,software,0.5429
nice,texture,sleek,look,1.0
slim,profile,sleek,look,0.5143
slow,thing,small,unit,0.5429
responsive,mouse,smooth,movement,0.5135
responsive,mouse,smooth,scroll,1.0
solid,bass,good,balance,0.5294
good,balance,solid,bass,0.5294
high,volume,sound,quality,0.5556
steady,hand,large,head,0.5313
large,head,steady,hand,0.5313
short,one,strong,connection,0.5135
excellent,color,stunning,image,0.5135
great,clarity,stunning,result,0.5294
sturdy,build,solid,construction,0.5135
solid,construction,sturdy,build,0.5135
sturdy,product,solid,one,1.0
solid,one,sturdy,product,1.0
such,issue,due,problem,0.5294
due,problem,such,issue,0.5294
clear,quality,superb,sound,0.5278
superb,video quality,outstanding,image quality,1.0
outstanding,image quality,superb,video quality,1.0
clear,vocal,superior,sound,0.505
thick,case,elastic,strap,0.5065
elastic,strap,thick,case,0.5065
not loud,volume,tiny,speaker,0.5278
loud,bass,unbelievable,quality,0.5152
useless,software,front,camera,0.5278
front,camera,useless,software,0.5278
wonderful,product,awesome,feature,0.5135
awesome,feature,wonderful,product,0.5135
wonderful,sound,clear,quality,0.5135
clear,quality,wonderful,sound,0.5135
-PRON- worth,price,affordable,price,0.5294
affordable,price,-PRON- worth,price,0.5294
impressive,battery life,acceptable,battery life,0.5484
acceptable,battery life,exceptional,battery life,0.56
acceptable,quality,decent,quality,1.0
decent,quality,acceptable,quality,1.0
acceptable,quality,awful,quality,0.5278
awful,quality,acceptable,quality,0.5278
acceptable,sound,decent,sound,1.0
decent,sound,acceptable,sound,1.0
acceptable,sound,not great,sound,0.5556
small,button,accessible,button,0.5135
accessible,control,small,control,0.5013
slow,autofocus,accurate,auto focus,0.5117
accurate,auto focus,fast,auto focus,0.5159
fast,auto focus,accurate,auto focus,0.5159
clear,photo,accurate,color,0.5429
accurate,color,nice,image,1.0
accurate,direction,clear,direction,1.0
clear,direction,accurate,direction,1.0
excellent,lens,accurate,focus,1.0
accurate,focus,good,lens,0.5294
good,lens,accurate,focus,0.5294
good,audio,accurate,review,0.5143
not strong,bass,adequate,bass,1.0
adequate,quality,poor,sound,0.5143
poor,sound,adequate,quality,0.5143
adequate,sound,more,sound,0.5455
more,sound,adequate,sound,0.5455
bulky,case,adjustable,strap,0.5135
affordable,price,reasonable,price,1.0
reasonable,price,affordable,price,1.0
amazing,3d,awesome,picture,1.0
awesome,picture,amazing,3d,1.0
amazing,amount,great,amount,1.0
great,amount,amazing,amount,1.0
amazing,bass,awesome,bass,1.0
awesome,bass,amazing,bass,1.0
amazing,bass,perfect,bass,0.5294
perfect,bass,amazing,bass,0.5294
amazing,bass,great,bass,1.0
great,bass,amazing,bass,1.0
amazing,battery,great,battery,1.0
great,battery,amazing,battery,1.0
amazing,battery,better,battery,0.5312
better,battery,amazing,battery,0.5312
amazing,battery life,great,battery life,1.0
great,battery life,amazing,battery life,1.0
amazing,battery life,better,battery life,1.0
better,battery life,amazing,battery life,1.0
amazing,battery life,fantastic,battery life,0.5018
fantastic,battery life,amazing,battery life,0.5018
amazing,build quality,fantastic,build quality,1.0
fantastic,build quality,amazing,build quality,1.0
amazing,build quality,great,build quality,1.0
great,build quality,amazing,build quality,1.0
amazing,camera,perfect,camera,1.0
perfect,camera,amazing,camera,1.0
amazing,camera,great,camera,1.0
great,camera,amazing,camera,1.0
amazing,case,awesome,case,1.0
awesome,case,amazing,case,1.0
amazing,clarity,great,clarity,1.0
great,clarity,amazing,clarity,1.0
soft,picture,amazing,clarity,1.0
great,color,amazing,color,1.0
amazing,color,fantastic,color,1.0
fantastic,color,amazing,color,1.0
amazing,customer service,great,customer service,1.0
great,customer service,amazing,customer service,1.0
amazing,customer service,great,support,0.5289
amazing,design,awesome,design,1.0
awesome,design,amazing,design,1.0
amazing,design,better,design,1.0
better,design,amazing,design,1.0
amazing,design,great,design,0.5143
great,design,amazing,design,0.5143
amazing,detail,great,detail,1.0
great,detail,amazing,detail,1.0
amazing,detail,amazing,result,0.5128
amazing,result,amazing,detail,0.5128
amazing,device,great,device,1.0
great,device,amazing,device,1.0
amazing,device,better,device,1.0
better,device,amazing,device,1.0
amazing,device,perfect,device,0.5018
perfect,device,amazing,device,0.5018
amazing,difference,significant,difference,0.5556
amazing,feature,great,feature,1.0
great,feature,amazing,feature,1.0
amazing,feature,better,feature,1.0
better,feature,amazing,feature,1.0
amazing,game,great,game,1.0
great,game,amazing,game,1.0
amazing,graphic,great,graphic,1.0
great,graphic,amazing,graphic,1.0
amazing,headphone,great,headphone,1.0
great,headphone,amazing,headphone,1.0
amazing,headphone,fantastic,headphone,1.0
fantastic,headphone,amazing,headphone,1.0
amazing,headphone,great,earphone,1.0
great,earphone,amazing,headphone,1.0
amazing,image,crisp,photo,0.5008
crisp,photo,amazing,image,0.5008
amazing,image,fantastic,image,1.0
fantastic,image,amazing,image,1.0
sharp,color,amazing,image,0.5333
amazing,image quality,fantastic,image quality,1.0
fantastic,image quality,amazing,image quality,1.0
amazing,keyboard,awesome,keyboard,1.0
awesome,keyboard,amazing,keyboard,1.0
amazing,keyboard,great,keyboard,1.0
great,keyboard,amazing,keyboard,1.0
amazing,lens,awesome,lens,1.0
awesome,lens,amazing,lens,1.0
amazing,lens,sharp,focus,0.5143
amazing,mouse,better,mouse,1.0
better,mouse,amazing,mouse,1.0
amazing,mouse,excellent,mouse,0.5517
excellent,mouse,amazing,mouse,0.5517
amazing,performance,great,performance,1.0
great,performance,amazing,performance,1.0
amazing,performance,better,performance,1.0
better,performance,amazing,performance,1.0
amazing,performance,excellent,performance,1.0
excellent,performance,amazing,performance,1.0
amazing,photo,great,photo,1.0
great,photo,amazing,photo,1.0
amazing,photo,better,photo,1.0
better,photo,amazing,photo,1.0
good,focus,amazing,photo,0.5312
amazing,picture,fantastic,picture,0.5366
fantastic,picture,amazing,picture,0.5366
amazing,picture,perfect,picture,1.0
perfect,picture,amazing,picture,1.0
amazing,picture,awesome,picture,1.0
awesome,picture,amazing,picture,1.0
amazing,picture quality,great,picture quality,1.0
great,picture quality,amazing,picture quality,1.0
amazing,picture quality,better,picture quality,1.0
better,picture quality,amazing,picture quality,1.0
amazing,picture quality,nice,picture quality,1.0
nice,picture quality,amazing,picture quality,1.0
amazing,price,perfect,price,1.0
perfect,price,amazing,price,1.0
amazing,price,nice,price,1.0
nice,price,amazing,price,1.0
amazing,product,great,product,0.5135
amazing,product,better,product,1.0
better,product,amazing,product,1.0
amazing,product,awesome,product,1.0
awesome,product,amazing,product,1.0
amazing,quality,great,quality,1.0
great,quality,amazing,quality,1.0
amazing,quality,fantastic,quality,1.0
fantastic,quality,amazing,quality,1.0
amazing,quality,awesome,quality,1.0
awesome,quality,amazing,quality,1.0
amazing,range,great,range,1.0
great,range,amazing,range,1.0
amazing,range,nice,range,1.0
nice,range,amazing,range,1.0
amazing,range,fantastic,range,1.0
fantastic,range,amazing,range,1.0
amazing,resolution,great,resolution,1.0
great,resolution,amazing,resolution,1.0
amazing,resolution,better,resolution,0.5135
better,resolution,amazing,resolution,0.5135
amazing,resolution,excellent,resolution,1.0
excellent,resolution,amazing,resolution,1.0
amazing,result,great,result,1.0
great,result,amazing,result,1.0
amazing,result,better,result,0.5135
better,result,amazing,result,0.5135
fine,screen,amazing,screen,0.5758
amazing,size,great,size,0.5152
great,size,amazing,size,0.5152
amazing,size,important,size,1.0
important,size,amazing,size,1.0
amazing,sound,awesome,sound,1.0
awesome,sound,amazing,sound,1.0
amazing,sound,perfect,sound,1.0
perfect,sound,amazing,sound,1.0
amazing,sound,fantastic,sound,0.5172
amazing,speaker,fantastic,speaker,1.0
fantastic,speaker,amazing,speaker,1.0
amazing,speaker,awesome,speaker,1.0
awesome,speaker,amazing,speaker,1.0
amazing,speed,fantastic,speed,1.0
fantastic,speed,amazing,speed,1.0
amazing,speed,great,speed,1.0
great,speed,amazing,speed,1.0
amazing,speed,awesome,speed,1.0
awesome,speed,amazing,speed,1.0
amazing,tablet,great,tablet,1.0
