premise_mod,premise_asp,conclusion_mod,conclusion_asp,confidence
amazing,location,better,location,1.0
better,location,amazing,location,1.0
amazing,place,great,space,1.0
great,space,amazing,place,1.0
amazing,place,awesome,stay,0.5484
amazing,price,excellent,price,1.0
excellent,price,amazing,price,1.0
amazing,service,awesome,service,1.0
awesome,service,amazing,service,1.0
amazing,service,excellent,experience,0.5152
amazing,staff,wonderful,people,0.5
wonderful,people,amazing,staff,0.5
amazing,stay,amazing,experience,1.0
amazing,experience,amazing,stay,1.0
amazing,stay,awesome,experience,1.0
awesome,experience,amazing,stay,1.0
amazing,view,incredible,view,1.0
incredible,view,amazing,view,1.0
amazing,view,awesome,view,1.0
awesome,view,amazing,view,1.0
amazing,view,spectacular,view,1.0
spectacular,view,amazing,view,1.0
amazing,view from,great,view,0.5556
great,view,amazing,view from,0.5556
amazing,view of city,wonderful,view,1.0
wonderful,view,amazing,view of city,1.0
amazing,view of city,amazing,view,1.0
amazing,view,amazing,view of city,1.0
amazing,view of city,fantastic,view,1.0
fantastic,view,amazing,view of city,1.0
appoint,room,nicely appoint,room,1.0
nicely appoint,room,appoint,room,1.0
attentive,service,professional,service,0.5484
attentive,service,efficient,service,1.0
efficient,service,attentive,service,1.0
efficient,staff,attentive,staff,0.52
attentive,staff,professional,staff,1.0
professional,staff,attentive,staff,1.0
attentive,staff,gracious,staff,0.5
gracious,staff,attentive,staff,0.5
available,coffee,nice touch,coffee,0.5385
average,breakfast,better,breakfast,0.5066
funky,hotel,average,hotel,0.5333
average,service,poor,service,0.5152
awesome,bed,wonderful,bed,1.0
wonderful,bed,awesome,bed,1.0
awesome,breakfast,lovely,breakfast,1.0
lovely,breakfast,awesome,breakfast,1.0
awesome,experience,amazing,stay,1.0
amazing,stay,awesome,experience,1.0
awesome,food,great,food,1.0
great,food,awesome,food,1.0
awesome,food,awesome,service,0.5312
awesome,service,awesome,food,0.5312
awesome,hotel,fantastic,hotel,1.0
fantastic,hotel,awesome,hotel,1.0
great,customer service,awesome,hotel,1.0
awesome,location,fantastic,location,0.5556
fantastic,location,awesome,location,0.5556
great,job,awesome,place,0.5333
awesome,restaurant,amazing,restaurant,1.0
amazing,restaurant,awesome,restaurant,1.0
awesome,restaurant,fantastic,restaurant,1.0
fantastic,restaurant,awesome,restaurant,1.0
awesome,room,great,venue,0.5333
awesome,service,fantastic,service,1.0
fantastic,service,awesome,service,1.0
amazing,food,awesome,service,0.5312
great,ambience,awesome,stay,0.5152
awesome,stay,awesome,experience,1.0
awesome,experience,awesome,stay,1.0
awesome,view,fantastic,view,1.0
fantastic,view,awesome,view,1.0
awesome,view,spectacular,view,0.5161
spectacular,view,awesome,view,0.5161
awful,bed,horrible,bed,1.0
horrible,bed,awful,bed,1.0
awful,bed,terrible,bed,1.0
terrible,bed,awful,bed,1.0
awful,smell,terrible,smell,1.0
terrible,smell,awful,smell,1.0
awful,hotel,awful,smell,0.5
bad,area,bad,noise,1.0
bad,noise,bad,area,1.0
bad,coffee,terrible,coffee,1.0
terrible,coffee,bad,coffee,1.0
horrible,experience,bad,customer service,1.0
bad,customer service,terrible,customer service,1.0
terrible,customer service,bad,customer service,1.0
bad,customer service,not good,service,1.0
not good,service,bad,customer service,1.0
bad,experience,terrible,experience,1.0
terrible,experience,bad,experience,1.0
bad,location,horrible,location,1.0
horrible,location,bad,location,1.0
bad,location,not good,location,1.0
not good,location,bad,location,1.0
bad,location,terrible,location,1.0
terrible,location,bad,location,1.0
bad,neighborhood,terrible,neighborhood,1.0
terrible,neighborhood,bad,neighborhood,1.0
bad,noise,terrible,noise,1.0
terrible,noise,bad,noise,1.0
strong,smell,bad,smell,0.5312
bad,smell,odd,smell,0.5312
odd,smell,bad,smell,0.5312
bad,staff,horrible,staff,1.0
horrible,staff,bad,staff,1.0
bad,view,terrible,view,1.0
terrible,view,bad,view,1.0
bad,view,not good,view,1.0
not good,view,bad,view,1.0
bad,wifi,terrible,wifi,0.5161
terrible,wifi,bad,wifi,0.5161
adequate,breakfast,basic,breakfast,0.5152
basic,room,simple,hotel,0.5161
simple,hotel,basic,room,0.5161
decent,room,basic,room,0.5152
beautiful,bathroom,luxury,hotel,0.5484
beautiful,decor,lovely,decor,1.0
lovely,decor,beautiful,decor,1.0
beautiful,decor,beautiful,interior,0.5312
beautiful,interior,beautiful,decor,0.5312
beautiful,decor,pretty,lobby,0.5152
pretty,lobby,beautiful,decor,0.5152
beautiful,facility,beautiful,building,1.0
beautiful,building,beautiful,facility,1.0
beautiful,hotel,gorgeous,hotel,1.0
gorgeous,hotel,beautiful,hotel,1.0
beautiful,architecture,beautiful,lobby,1.0
beautiful,location,beautiful,bar,0.5312
beautiful,bar,beautiful,location,0.5312
beautiful,room,beautiful,place,0.5161
beautiful,property,pretty,lobby,0.5
pretty,lobby,beautiful,property,0.5
beautiful,restaurant,lovely,decor,1.0
beautiful,place,beautiful,room,0.5312
love,view,beautiful,view,1.0
beautiful,view,gorgeous,view,1.0
gorgeous,view,beautiful,view,1.0
beautiful,view,lovely,view,1.0
lovely,view,beautiful,view,1.0
beautiful,location,beautiful,view of bay,1.0
beautiful,view of bay,fabulous,room,1.0
fabulous,room,beautiful,view of bay,1.0
beautiful,view of city,amazing,city,0.5172
amazing,city,beautiful,view of city,0.5172
beautiful,view of city,beautiful,view,1.0
beautiful,view,beautiful,view of city,1.0
beautiful old,hotel,pretty,hotel,1.0
pretty,hotel,beautiful old,hotel,1.0
beautiful old,hotel,great old,hotel,1.0
great old,hotel,beautiful old,hotel,1.0
beautifully decorate,hotel,beautiful,hotel,1.0
beautiful,hotel,beautifully decorate,hotel,1.0
beautifully decorate,hotel,gorgeous,hotel,1.0
beautifully decorate,room,beautifully decorate,hotel,0.5152
beautifully decorate,hotel,beautifully decorate,room,0.5152
better,location,fantastic,location,1.0
fantastic,location,better,location,1.0
better,location,fabulous,location,1.0
fabulous,location,better,location,1.0
better,price,great,value for money,1.0
great,value for money,better,price,1.0
better,price,good,value for money,0.5667
good,value for money,better,price,0.5667
better,price,excellent,value for money,0.5152
excellent,value for money,better,price,0.5152
better,room,better,bed,0.5333
better,service,fantastic,service,1.0
fantastic,service,better,service,1.0
better,view,awesome,view,0.5312
better,view,fantastic,view,1.0
fantastic,view,better,view,1.0
better,view,breathtake,view,1.0
breathtake,view,better,view,1.0
big,bathroom,huge,bathroom,1.0
huge,bathroom,big,bathroom,1.0
big,bed,huge,bed,1.0
huge,bed,big,bed,1.0
big,bed,large,bed,1.0
large,bed,big,bed,1.0
luxurious,bed,big,bed,0.5
big,closet,huge,closet,1.0
huge,closet,big,closet,1.0
big,hotel,large,windows,0.5484
big,parking,not enough,parking,0.5312
not enough,parking,big,parking,0.5312
big,room,great size,room,1.0
great size,room,big,room,1.0
big,shower,large,shower,1.0
large,shower,big,shower,1.0
big,tv,large,tv,1.0
large,tv,big,tv,1.0
big,windows,large,windows,1.0
large,windows,big,windows,1.0
bit dated,room,tired,room,0.5152
tired,room,bit dated,room,0.5152
bit expensive,parking,too expensive,parking,0.5455
too expensive,parking,bit expensive,parking,0.5455
bit high,price,little high,price,1.0
little high,price,bit high,price,1.0
bit noisy,room,cosy,room,0.5152
little old,hotel,bit old,room,0.5161
bit small,bathroom,tiny,bathroom,1.0
tiny,bathroom,bit small,bathroom,1.0
bit small,bathroom,too small,bathroom,1.0
too small,bathroom,bit small,bathroom,1.0
bit small,room,much small,room,0.5161
much small,room,bit small,room,0.5161
break,bed,squeaky,bed,1.0
squeaky,bed,break,bed,1.0
break,bed,lumpy,bed,0.5333
lumpy,bed,break,bed,0.5333
breathtake,view,spectacular,view,1.0
spectacular,view,breathtake,view,1.0
breathtake,view,incredible,view,1.0
incredible,view,breathtake,view,1.0
update,room,bright,room,0.5172
brilliant,location,perfect,spot,0.5217
perfect,spot,brilliant,location,0.5217
brilliant,location,super,location,1.0
super,location,brilliant,location,1.0
brilliant,location,perfect,location,1.0
perfect,location,brilliant,location,1.0
great,job,brilliant,staff,0.5667
busy,room,busy,place,0.5367
busy,hotel,busy,room,0.5475
central,location,convenient,location,0.5066
convenient,location,central,location,0.5066
central,location,central to,location,1.0
central to,location,central,location,1.0
central to,location,ideal for,location,0.5152
central to,location,convenient,location,1.0
convenient,location,central to,location,1.0
central to,location,excelent,location,0.5333
fine,hotel,centrally locate,hotel,0.5095
charming,hotel,charming,room,0.5206
charming,room,charming,hotel,0.5206
cheap,breakfast,not great,breakfast,0.5017
cheap,hotel,run down,hotel,0.5285
run down,hotel,cheap,hotel,0.5285
cheap,place,inexpensive,place,1.0
inexpensive,place,cheap,place,1.0
cheap,place,affordable,place,1.0
affordable,place,cheap,place,1.0
cheap,room,cheap,hotel,1.0
cheap,hotel,cheap,room,1.0
cheap,room,inexpensive,hotel,0.5484
inexpensive,hotel,cheap,room,0.5484
classy,hotel,elegant,hotel,1.0
elegant,hotel,classy,hotel,1.0
clean,bathroom,clean,bath,1.0
clean,bath,clean,bathroom,1.0
clean,bed,clean,bedroom,0.5224
clean,bedroom,clean,bed,0.5224
clean,bed,clean,bedroom,1.0
new,hotel,clean,building,1.0
clean,carpet,clean,smell,0.5312
clean,area,clean,everything,1.0
clean,kitchen,clean,facility,1.0
clean,hostel,nice,hostel,0.5312
clean,hotel,clean,property,0.5
clean,property,clean,hotel,0.5
clean,lobby,comfortable,lobby,1.0
clean,location,clean,place,1.0
clean,place,clean,location,1.0
clean,location,clean,facility,1.0
clean,facility,clean,location,1.0
clean,towel,clean,motel,1.0
clean,motel,nice,facility,0.5161
clean,place,clean,location,1.0
clean,location,clean,place,1.0
clean,place,clean,facility,1.0
clean,facility,clean,place,1.0
clean,place,clean,staff,0.5172
clean,staff,clean,place,0.5172
clean,lobby,clean,property,1.0
clean,restroom,good,bathroom,1.0
clean,room,clean comfortable,room,1.0
clean comfortable,room,clean,room,1.0
clean,service,nice,service,0.5
nice,service,clean,service,0.5
good,bathroom,clean,shower,0.5152
clean,smell,new,carpet,0.5312
clean,staff,clean,place,0.5385
clean,staff,clean,facility,0.5333
good,bathroom,clean,toilet,0.5185
close,bar,nearby,bar,0.5152
nearby,bar,close,bar,0.5152
close,location,close to,location,1.0
close to,location,close,location,1.0
close,restaurant,nearby,restaurant,1.0
nearby,restaurant,close,restaurant,1.0
close,union square,close to,union square,1.0
close to,union square,close,union square,1.0
close by,everything,walk distance,everything,1.0
walk distance,everything,close by,everything,1.0
close to,main attraction,close by,everything,0.5312
close by,restaurant,walking distance,restaurant,1.0
walking distance,restaurant,close by,restaurant,1.0
close by,restaurant,walk distance,restaurant,0.5405
walk distance,restaurant,close by,restaurant,0.5405
easy to,walk,close enough,walk,0.5152
close enough,walk,able to,walk,0.5312
able to,walk,close enough,walk,0.5312
close to,action,close by,everything,0.5161
close to,attraction,close to,tourist attraction,1.0
close to,tourist attraction,close to,attraction,1.0
close to,bart,close to,shopping area,0.5312
close to,shopping area,close to,bart,0.5312
close to,bart station,close to,market st,0.5152
close to,market st,close to,bart station,0.5152
close to,bay,walking distance,pier,0.5556
walking distance,pier,close to,bay,0.5556
close to,bay,walk distance,fisherman 's,0.5021
walk distance,fisherman 's,close to,bay,0.5021
close to,major attraction,close to,bus line,0.5161
close to,bus stop,close to,everything,1.0
close to,cable car,walk distance to,everything,0.5161
close to,cable car,close to,cable car stop,1.0
close to,cable car stop,close to,cable car,1.0
close to,cable car stop,close to,cable car,1.0
close to,cable car,close to,cable car stop,1.0
close to,center,near,downtown,1.0
near,downtown,close to,center,1.0
close to,central location,close to,shopping,0.5152
close to,shopping,close to,central location,0.5152
close to,convention center,near,shopping,1.0
near,shopping,close to,convention center,1.0
close to,downtown,near,shop,1.0
near,shop,close to,downtown,1.0
close to,major attraction,close to,everything,0.5
close to,fisherman 's warf,close to,fisherman 's,1.0
close to,fisherman 's,close to,fisherman 's warf,1.0
close to,fisherman 's wharf,close to,wharf,1.0
close to,wharf,close to,fisherman 's wharf,1.0
close to,fishermans wharf,close to,wharf,1.0
close to,wharf,close to,fishermans wharf,1.0
close to,fishermans wharf,close to,fisherman 's wharf,1.0
close to,fisherman 's wharf,close to,fishermans wharf,1.0
close to,hotel,close to,room,0.5028
close to,location,close to,ferry building,0.5484
close to,market st,close to,shopping area,0.5484
close to,shopping area,close to,market st,0.5484
close to,pier 39,close to,wharf,1.0
close to,wharf,close to,pier 39,1.0
close to,pier 39,close to,fisherman 's wharf,0.5063
close to,place,close to,site,1.0
close to,site,close to,place,1.0
close to,airport,close to,place,0.5152
close to,public transport,close to,transport,1.0
close to,transport,close to,public transport,1.0
close to,public transport,close to,transportation,1.0
close to,transportation,close to,public transport,1.0
close to,public transportation,outside,bus stop,0.5455
outside,bus stop,close to,public transportation,0.5455
close to,room,close to,hotel,0.5517
close to,hotel,close to,room,0.5517
close to,everything,close to,room,0.5
close to,shopping area,close to,market st,0.5484
close to,market st,close to,shopping area,0.5484
close to,sight,close to,san francisco,0.5484
close to,san francisco,close to,sight,0.5484
close to,bus route,close to,site,0.5484
close to,store,walk distance,shopping,0.5333
walk distance,shopping,close to,store,0.5333
close to,tourist attraction,close to,attraction,1.0
close to,attraction,close to,tourist attraction,1.0
close to,tourist attraction,walking distance,attraction,1.0
walking distance,attraction,close to,tourist attraction,1.0
close to,transit,close to,public transportation,1.0
close to,public transportation,close to,transit,1.0
close to,transport,close to,public transport,0.5484
close to,public transport,close to,transport,0.5484
close to,transportation,close to,public transport,1.0
close to,public transport,close to,transportation,1.0
close to,union sq,near,union square,0.5517
near,union square,close to,union sq,0.5517
close to,water,close to,piers,1.0
close to,piers,close to,water,1.0
close to,water,walking distance,fishermans wharf,1.0
walking distance,fishermans wharf,close to,water,1.0
close to,waterfront,close to,bay,1.0
close to,bay,close to,waterfront,1.0
close to,wharf,close to,pier 39,0.5224
close to,pier 39,close to,wharf,0.5224
close to,wharf,close to,fishermans wharf,0.5312
close to,fishermans wharf,close to,wharf,0.5312
cold,heater,not work,heater,0.5182
not work,heater,cold,heater,0.5182
cold,shower,terrible,neighborhood,0.5072
comfortable,accommodation,comfortable,stay,0.5
comfortable,stay,comfortable,accommodation,0.5
comfortable,pillow,comfortable,accommodation,0.5161
comfortable,bed,comfortable,king bed,1.0
comfortable,king bed,comfortable,bed,1.0
nicely decorate,hotel,comfortable,hotel,0.5294
comfortable,king bed,comfortable,bed,0.5172
comfortable,bed,comfortable,king bed,0.5172
comfortable,king bed,comfy,bed,1.0
comfy,bed,comfortable,king bed,1.0
comfortable,lobby,clean,lobby,1.0
clean,lobby,comfortable,lobby,1.0
comfortable,pillow,comfy,pillow,1.0
comfy,pillow,comfortable,pillow,1.0
comfortable,pillow,comfy,bed,0.5128
comfortable,place,comfortable,hotel,1.0
comfortable,hotel,comfortable,place,1.0
comfortable,room,comfortable,chair,0.5312
comfortable,room,confortable,bed,0.5312
comfortable,sleep,hard,pillow,1.0
comfy,pillow,comfortable,sleep,1.0
comfortable,stay,comfortable,accommodation,1.0
comfortable,accommodation,comfortable,stay,1.0
comfy,bed,most comfortable,bed,1.0
most comfortable,bed,comfy,bed,1.0
too soft,bed,comfy,bed,0.5152
comfy,bed,more comfortable,bed,1.0
more comfortable,bed,comfy,bed,1.0
comfy,pillow,soft,pillow,1.0
soft,pillow,comfy,pillow,1.0
tiny,bed,compact,room,0.5161
compact,room,very small,room,1.0
very small,room,compact,room,1.0
friendly,reception,competent,staff,0.5667
nice touch,wine reception,complimentary,bottle,1.0
complimentary,breakfast,complementary,breakfast,1.0
complementary,breakfast,complimentary,breakfast,1.0
complimentary,drink,complimentary,coffee,0.5333
complimentary,coffee,complimentary,drink,0.5333
complimentary,internet,complimentary,wifi,1.0
complimentary,wifi,complimentary,internet,1.0
complimentary,coffee,complimentary,snack,0.5455
complimentary,wifi,complimentary,internet,1.0
complimentary,internet,complimentary,wifi,1.0
complimentary,wine hour,complimentary,bottle,1.0
complimentary,bottle,complimentary,wine hour,1.0
complimentary,wine tasting,complimentary,wine hour,0.5484
complimentary,wine tasting,complimentary,wine hour,1.0
complimentary,wine hour,complimentary,wine tasting,1.0
confortable,bed,comfortable,bed,1.0
comfortable,bed,confortable,bed,1.0
confortable,room,much nice,room,0.5
much nice,room,confortable,room,0.5
improve,breakfast,continental,breakfast,0.5152
convenient,public transportation,convenient,area,0.5312
right in,downtown,convenient,area,0.5385
convenient,breakfast,full,breakfast,1.0
full,breakfast,convenient,breakfast,1.0
convenient,hotel,convenient,room,0.5072
convenient,room,convenient,hotel,0.5072
convenient,location,excellent,hotel location,1.0
excellent,hotel location,convenient,location,1.0
convenient,parking,full,parking,0.5152
convenient,place,excellent,price,0.5152
convenient,price,great,accommodation,0.5152
great,accommodation,convenient,price,0.5152
convenient,price,good for,price,1.0
good for,price,convenient,price,1.0
right in,downtown,convenient,public transportation,0.5152
convenient,public transportation,convenient,bart,1.0
convenient,bart,convenient,public transportation,1.0
convenient,public transportation,great for,shopping,0.5484
convenient,room,convenient,hotel,1.0
convenient,room,convenient,place,0.5484
convenient,union square,few block from,union square,0.5161
few block from,union square,convenient,union square,0.5161
convenient to,public transportation,close to,bart station,0.5152
close to,bart station,convenient to,public transportation,0.5152
conveniently locate,hotel,easy to find,hotel,0.5667
easy to find,hotel,conveniently locate,hotel,0.5667
conveniently locate,hotel,locate,hotel,0.5312
locate,hotel,conveniently locate,hotel,0.5312
cool,bar,fun,bar,0.501
fun,bar,cool,bar,0.501
fine,hotel,cool,hotel,0.5333
cool,hotel,not nice,hotel,0.5152
not nice,hotel,cool,hotel,0.5152
cordial,staff,most helpful,staff,0.5484
most helpful,staff,cordial,staff,0.5484
cordial,staff,polite,staff,1.0
polite,staff,cordial,staff,1.0
courteous,hotel staff,happy,staff,1.0
happy,staff,courteous,hotel staff,1.0
courteous,service,attentive,service,0.5484
attentive,service,courteous,service,0.5484
courteous,staff,hospitable,staff,1.0
hospitable,staff,courteous,staff,1.0
courteous,staff,gracious,staff,1.0
gracious,staff,courteous,staff,1.0
courteous,staff,personable,staff,1.0
personable,staff,courteous,staff,1.0
comfy,room,cozy,bed,0.5021
cozy,bed,break,bed,0.5
break,bed,cozy,bed,0.5
cozy,hotel,neat,hotel,0.5172
neat,hotel,cozy,hotel,0.5172
cozy,hotel,decent,hotel,0.5161
cozy,place,affordable,place,0.5152
affordable,place,cozy,place,0.5152
cramped,bathroom,too small,bathroom,0.5152
too small,bathroom,cramped,bathroom,0.5152
cramped,bathroom,tight,bathroom,1.0
tight,bathroom,cramped,bathroom,1.0
creak,floor,creaky,floor,1.0
creaky,floor,creak,floor,1.0
dangerous,area,not safe,area,1.0
not safe,area,dangerous,area,1.0
dangerous,area,unsafe,area,1.0
unsafe,area,dangerous,area,1.0
beautifully decorate,hotel,dark,lobby,0.5152
dark,room,shabby,room,0.5667
dated,decor,outdated,decor,1.0
outdated,decor,dated,decor,1.0
dated,room,not nice,room,1.0
decent,bed,fine,bed,1.0
fine,bed,decent,bed,1.0
decent,breakfast,simple,breakfast,1.0
simple,breakfast,decent,breakfast,1.0
decent,breakfast,basic,breakfast,1.0
basic,breakfast,decent,breakfast,1.0
decent,coffee,simple,coffee,0.5255
simple,coffee,decent,coffee,0.5255
decent,service,decent,food,0.5312
decent,place,cheap,place,1.0
cheap,place,decent,place,1.0
decent,place,fine,place,0.5333
fine,place,decent,place,0.5333
decent,price,good,continental breakfast,0.52
convenient,hotel,decent,service,0.5333
decent,stay,good,option,0.5152
good,option,decent,stay,0.5152
decent sized,room,large comfortable,room,1.0
large comfortable,room,decent sized,room,1.0
decent sized,room,good size,room,1.0
good size,room,decent sized,room,1.0
decorate,room,furnished,room,0.5
furnished,room,decorate,room,0.5
delicious,breakfast,good,breakfast,0.5
good,breakfast,delicious,breakfast,0.5
delicious,food,tasty,food,1.0
tasty,food,delicious,food,1.0
delicious,restaurant,good,meal,0.5
good,meal,delicious,restaurant,0.5
delicious,restaurant,fine,restaurant,1.0
fine,restaurant,delicious,restaurant,1.0
delightful,staff,personable,staff,1.0
personable,staff,delightful,staff,1.0
delightful,staff,responsive,staff,1.0
responsive,staff,delightful,staff,1.0
difficult,parking,problem,parking,1.0
problem,parking,difficult,parking,1.0
dim,lighting,poor,lighting,1.0
poor,lighting,dim,lighting,1.0
dirty,carpet,filthy,carpet,1.0
filthy,carpet,dirty,carpet,1.0
dirty,shower,dirty,place,1.0
dirty,shower,dirty,place,0.5152
dirty,place,dirty,shower,0.5152
dirty,toilet,break,toilet,0.5484
dirty,toilet,dirty,place,0.5484
disappointing,breakfast,improve,breakfast,0.5517
dim,lighting,disappointing,experience,0.5312
disgusting,room,dingy,room,1.0
dingy,room,disgusting,room,1.0
easy,access,easy,access to public transportation,0.5357
easy,access to public transportation,easy,access,0.5357
easy,access,easy,access to bus,0.5172
easy,access to bus,easy,access,0.5172
easy,access to,easy,get,0.5238
easy,get,easy,access to,0.5238
easy,access to bus,easy,access to public transportation,0.5152
easy,access to bus,easy,access to public transport,1.0
easy,access to public transport,easy,access to bus,1.0
easy,access to transportation,easy,access to everything,0.5152
easy,access to everything,easy,get,0.5152
easy,get,easy,access to everything,0.5152
easy,check out,easy,access to everything,0.5112
easy,access to public transport,easy,access to public transportation,1.0
easy,access to public transportation,easy,access to public transport,1.0
easy,access to public transport,easy,access to,0.5484
easy,access to,easy,access to public transport,0.5484
easy,access to public transportation,easy,access to public transport,1.0
easy,access to public transport,easy,access to public transportation,1.0
easy,access,easy,access to public transportation,0.5021
easy,access to transportation,easy,access to everything,0.5
easy,access to everything,easy,access to transportation,0.5
easy,access to union square,easy,walk to union square,1.0
easy,walk to union square,easy,access to union square,1.0
easy,check,easy,check - in,1.0
easy,check - in,easy,check,1.0
easy,check,easy,check out,1.0
easy,check out,easy,check,1.0
easy,check,easy,access to,0.5172
easy,access to,easy,check,0.5172
easy,check - in,easy,check,1.0
easy,check,easy,check - in,1.0
easy,check - in,easy,access,0.5312
easy,access,easy,check - in,0.5312
easy,access to union square,easy,check in,0.507
easy,check out,easy,access to,1.0
easy,access to,easy,check out,1.0
easy,get,easy,access to everything,0.5152
easy,access to everything,easy,get,0.5152
near,elevator,easy,transportation,0.5312
easy,walk to union square,easy,access to union square,1.0
easy,access to union square,easy,walk to union square,1.0
efficient,check in,terrific,hotel,0.5312
efficient,check in,superb,staff,0.5
superb,staff,efficient,check in,0.5
efficient,service,attentive,service,1.0
attentive,service,efficient,service,1.0
efficient,service,exceptional,service,1.0
exceptional,service,efficient,service,1.0
efficient,service,top notch,service,1.0
top notch,service,efficient,service,1.0
efficient,staff,attentive,staff,0.5312
attentive,staff,efficient,staff,0.5312
efficient,staff,professional,staff,0.5
professional,staff,efficient,staff,0.5
efficient,staff,gracious,staff,0.5455
gracious,staff,efficient,staff,0.5455
elegant,hotel,elegant,room,1.0
elegant,hotel,beautiful,property,0.5152
beautiful,property,elegant,hotel,0.5152
elegant,lobby,beautiful,lobby,1.0
beautiful,lobby,elegant,lobby,1.0
elegant,lobby,beautiful,interior,0.5152
beautiful,interior,elegant,lobby,0.5152
elegant,room,elegant,hotel,1.0
elegant,hotel,elegant,room,1.0
enjoy,stay,enjoyable,stay,1.0
enjoyable,stay,enjoy,stay,1.0
enjoy,stay,short,stay,0.5263
short,stay,enjoy,stay,0.5263
enjoyable,experience,memorable,stay,0.5161
memorable,stay,enjoyable,experience,0.5161
enjoyable,experience,incredible,service,1.0
incredible,service,enjoyable,experience,1.0
enjoyable,stay,memorable,stay,1.0
memorable,stay,enjoyable,stay,1.0
enough,room,of,room,0.5152
excelent,location,prime,location,1.0
prime,location,excelent,location,1.0
excelent,location,super,location,1.0
super,location,excelent,location,1.0
excellent,amenity,outstanding,customer service,0.5161
outstanding,customer service,excellent,amenity,0.5161
excellent,amenity,quick,service,1.0
quick,service,excellent,amenity,1.0
excellent,breakfast,fantastic,breakfast,1.0
fantastic,breakfast,excellent,breakfast,1.0
excellent,breakfast,wonderful,breakfast,1.0
wonderful,breakfast,excellent,breakfast,1.0
excellent,central location,fantastic,stay,0.5517
fantastic,stay,excellent,central location,0.5517
excellent,choice,excellent,accommodation,1.0
excellent,accommodation,excellent,choice,1.0
excellent,concierge,incredible,service,0.5161
incredible,service,excellent,concierge,0.5161
excellent,concierge,pleasant,experience,0.5484
excellent,everything,excellent,stay,1.0
excellent,stay,excellent,everything,1.0
excellent,experience,excellent,customer service,1.0
excellent,customer service,excellent,experience,1.0
excellent,food,wonderful,food,1.0
wonderful,food,excellent,food,1.0
excellent,food,terrific,service,1.0
excellent,front desk staff,excellent,hotel staff,1.0
excellent,hotel staff,excellent,front desk staff,1.0
excellent,front desk staff,excellent,staff,1.0
excellent,staff,excellent,front desk staff,1.0
excellent,hotel,friendly,hotel,1.0
friendly,hotel,excellent,hotel,1.0
excellent,hotel location,central to,location,0.5152
central to,location,excellent,hotel location,0.5152
excellent,hotel location,convenient,location,0.5152
convenient,location,excellent,hotel location,0.5152
excellent,hotel staff,excellent,staff,1.0
excellent,staff,excellent,hotel staff,1.0
excellent,housekeeping,terrific,service,0.5
terrific,service,excellent,housekeeping,0.5
excellent,location,superb,location,1.0
superb,location,excellent,location,1.0
excellent,place,excellent,facility,1.0
excellent,facility,excellent,place,1.0
excellent,place,outstanding,hotel,0.5
outstanding,hotel,excellent,place,0.5
convenient,staff,excellent,price,0.5152
excellent,price,amazing,price,1.0
amazing,price,excellent,price,1.0
top notch,staff,excellent,restaurant,0.5312
excellent,room,excellent,hotel,1.0
friendly,hotel,excellent,room,0.5312
excellent,room service,excellent,food,0.5417
excellent,food,excellent,room service,0.5417
excellent,room service,prompt,room service,1.0
prompt,room service,excellent,room service,1.0
excellent,room service,quick,room service,0.5
quick,room service,excellent,room service,0.5
excellent,service,impeccable,service,0.5556
impeccable,service,excellent,service,0.5556
excellent,staff,excellent,hotel staff,1.0
excellent,hotel staff,excellent,staff,1.0
excellent,staff,top notch,staff,1.0
top notch,staff,excellent,staff,1.0
excellent,stay,excellent,experience,1.0
excellent,experience,excellent,stay,1.0
good,diner,excellent,value,0.5161
excellent,view,amazing,view from,1.0
amazing,view from,excellent,view,1.0
excellent,wifi,great,internet,1.0
great,internet,excellent,wifi,1.0
exceptional,hotel,outstanding,hotel,1.0
outstanding,hotel,exceptional,hotel,1.0
exceptional,location,happy,location,0.5263
happy,location,exceptional,location,0.5263
exceptional,staff,top notch,staff,0.5484
top notch,staff,exceptional,staff,0.5484
friendly,service,exceptional,staff,0.5304
expensive,breakfast,pricey,breakfast,1.0
pricey,breakfast,expensive,breakfast,1.0
expensive,car parking,ridiculous,parking,0.5667
expensive,food,pricey,food,1.0
pricey,food,expensive,food,1.0
expensive,place,expensive,hotel,0.5484
expensive,hotel parking,expensive,parking fee,1.0
expensive,parking fee,expensive,hotel parking,1.0
expensive,hotel parking,expensive,valet parking,0.5484
expensive,valet parking,expensive,hotel parking,0.5484
expensive,hotel parking,expensive,car parking,1.0
expensive,car parking,expensive,hotel parking,1.0
expensive,parking,expensive,car parking,1.0
expensive,car parking,expensive,parking,1.0
expensive,parking fee,expensive,hotel parking,0.5161
expensive,hotel parking,expensive,parking fee,0.5161
expensive,parking fee,expensive,valet parking,1.0
expensive,valet parking,expensive,parking fee,1.0
expensive,parking fee,expensive,car parking,0.5
expensive,car parking,expensive,parking fee,0.5
expensive,place,expensive,hotel,1.0
expensive,hotel,expensive,place,1.0
expensive,place,expensive,room,0.5312
expensive,room,expensive,place,0.5312
expensive,restaurant,pricey,restaurant,0.5161
pricey,restaurant,expensive,restaurant,0.5161
expensive,restaurant,overpriced,restaurant,1.0
overpriced,restaurant,expensive,restaurant,1.0
expensive,restaurant,expensive,food,1.0
expensive,food,expensive,restaurant,1.0
expensive,room,expensive,place,0.5172
expensive,place,expensive,room,0.5172
expensive,san francisco,expensive,city,0.5152
